order_id,order_date,ship_date,year,quarter,month,month_name,customer_name,customer_segment,region,city,sales_rep,product_name,product_category,quantity,unit_price,discount_pct,unit_revenue,unit_cost,revenue,cogs,gross_profit,margin_pct,shipping_days,order_status,sales_channel,payment_method,customer_rating
ORD-01172,2024-09-20,2024-09-25,2024,Q3,9,September,Prime Solutions,Mid-Market,North,Amritsar,Priya Sharma,Project Manager Pro,Software,3,8810.0,0,8810.0,1177.77,26430.0,3533.31,22896.69,86.63,5,Completed,Email Campaign,Cheque,4.6
ORD-01173,2023-12-03,2023-12-08,2023,Q4,12,December,Agile Enterprises,SMB,Central,Jabalpur,Meera Joshi,Cloud Storage 1TB,Software,5,3780.0,0,3780.0,516.93,18900.0,2584.65,16315.35,86.32,5,Completed,Direct,Credit Card,4.3
ORD-01174,2024-07-13,2024-07-16,2024,Q3,7,July,Crest Inc,Mid-Market,West,Mumbai,Pooja Rao,USB-C Hub,Electronics,5,2160.0,15,1836.0,1150.12,9180.0,5750.6,3429.4,37.36,3,Completed,Email Campaign,Bank Transfer,4.9
ORD-01175,2024-07-16,2024-07-23,2024,Q3,7,July,Reliance Technologies,Enterprise,East,Ranchi,Deepa Nair,Cloud Storage 1TB,Software,5,3710.0,20,2968.0,515.59,14840.0,2577.95,12262.05,82.63,7,Returned,Partner,Net Banking,
ORD-01176,2024-07-23,2024-07-28,2024,Q3,7,July,Brio Enterprises,Startup,West,Ahmedabad,Vikram Singh,Standing Desk,Office Supplies,10,26240.0,0,26240.0,13567.42,262400.0,135674.2,126725.8,48.29,5,Completed,Partner,Credit Card,4.5
ORD-01177,2023-09-27,2023-10-04,2023,Q3,9,September,Vivo Technologies,Startup,West,Pune,Pooja Rao,Analytics Platform,Software,1,59410.0,20,47528.0,9300.44,47528.0,9300.44,38227.56,80.43,7,Completed,Referral,Cheque,4.1
ORD-01178,2022-04-23,2022-04-24,2022,Q2,4,April,Reliance Systems,Enterprise,West,Pune,Ananya Iyer,USB-C Hub,Electronics,4,2200.0,5,2090.0,1291.69,8360.0,5166.76,3193.24,38.2,1,Returned,Online,Bank Transfer,
ORD-01179,2023-09-26,2023-10-01,2023,Q3,9,September,Reliance Pvt Ltd,Enterprise,Central,Bhopal,Nikhil Bhat,Project Manager Pro,Software,3,8770.0,0,8770.0,1241.43,26310.0,3724.29,22585.71,85.84,5,Completed,Email Campaign,Credit Card,4.7
ORD-01180,2023-08-07,2023-08-12,2023,Q3,8,August,Mahindra Ventures,Enterprise,East,Kolkata,Kiran Reddy,Printer Laser,Office Supplies,3,12710.0,5,12074.5,6960.62,36223.5,20881.86,15341.64,42.35,5,Completed,Referral,Net Banking,4.5
ORD-01181,2022-10-28,2022-11-04,2022,Q4,10,October,Apex Inc,Mid-Market,North,Amritsar,Priya Sharma,Executive Chair,Office Supplies,7,21850.0,15,18572.5,8635.18,130007.5,60446.26,69561.24,53.51,7,Completed,Direct,Net Banking,4.0
ORD-01182,2024-05-22,2024-05-29,2024,Q2,5,May,Quick Ventures,SMB,South,Coimbatore,Rahul Verma,Analytics Platform,Software,3,65040.0,20,52032.0,9173.43,156096.0,27520.29,128575.71,82.37,7,Completed,Partner,Cheque,4.1
ORD-01183,2023-05-08,2023-05-09,2023,Q2,5,May,Infosys Enterprises,Enterprise,East,Kolkata,Amit Tiwari,Shredder Pro,Office Supplies,1,5370.0,20,4296.0,2741.44,4296.0,2741.44,1554.56,36.19,1,Cancelled,Referral,Net Banking,
ORD-01184,2024-03-11,2024-03-14,2024,Q1,3,March,Smart Pvt Ltd,SMB,North,Lucknow,Priya Sharma,Laptop Pro 15,Electronics,5,74480.0,0,74480.0,63351.65,372400.0,316758.25,55641.75,14.94,3,Completed,Direct,Credit Card,3.8
ORD-01185,2022-04-25,2022-04-27,2022,Q2,4,April,Quick Corp,SMB,South,Coimbatore,Lakshmi Das,Executive Chair,Office Supplies,2,18150.0,5,17242.5,9027.12,34485.0,18054.24,16430.76,47.65,2,Cancelled,Online,Net Banking,
ORD-01186,2024-06-26,2024-07-01,2024,Q2,6,June,Rapid Services,SMB,West,Ahmedabad,Pooja Rao,Mouse Wireless,Accessories,2,1740.0,5,1653.0,705.1,3306.0,1410.2,1895.8,57.34,5,Completed,Referral,Bank Transfer,3.1
ORD-01187,2024-07-08,2024-07-15,2024,Q3,7,July,Prime Pvt Ltd,Mid-Market,West,Pune,Vikram Singh,Cable Organizer,Accessories,5,390.0,20,312.0,115.44,1560.0,577.2,982.8,63.0,7,Returned,Referral,Cheque,
ORD-01188,2022-04-08,2022-04-10,2022,Q2,4,April,Peak Pvt Ltd,Mid-Market,West,Ahmedabad,Vikram Singh,Smart Speaker,Electronics,1,5380.0,10,4842.0,3149.32,4842.0,3149.32,1692.68,34.96,2,Completed,Online,Cheque,3.5
ORD-01189,2022-09-29,2022-10-01,2022,Q3,9,September,Bright Technologies,SMB,South,Hyderabad,Sneha Patel,Standing Desk,Office Supplies,7,23500.0,0,23500.0,14144.94,164500.0,99014.58,65485.42,39.81,2,Completed,Direct,Credit Card,4.2
ORD-01190,2022-01-01,2022-01-05,2022,Q1,1,January,Agile Solutions,SMB,East,Guwahati,Deepa Nair,Wireless Headphones,Electronics,2,4350.0,0,4350.0,2708.18,8700.0,5416.36,3283.64,37.74,4,Cancelled,Email Campaign,UPI,
ORD-01191,2024-02-10,2024-02-12,2024,Q1,2,February,Felo Group,Startup,West,Mumbai,Vikram Singh,Analytics Platform,Software,5,46870.0,0,46870.0,9921.59,234350.0,49607.95,184742.05,78.83,2,Cancelled,Partner,Credit Card,
ORD-01192,2022-10-16,2022-10-22,2022,Q4,10,October,Peak Enterprises,Mid-Market,Central,Nagpur,Meera Joshi,Shredder Pro,Office Supplies,7,7030.0,0,7030.0,2824.43,49210.0,19771.01,29438.99,59.82,6,Completed,Direct,Cheque,3.9
ORD-01193,2022-08-10,2022-08-11,2022,Q3,8,August,Smart Technologies,SMB,South,Coimbatore,Rahul Verma,Cable Organizer,Accessories,2,440.0,20,352.0,116.52,704.0,233.04,470.96,66.9,1,Returned,Email Campaign,Net Banking,
ORD-01194,2023-01-09,2023-01-15,2023,Q1,1,January,Rapid Group,SMB,South,Kochi,Rahul Verma,Security Package,Software,2,18280.0,20,14624.0,5069.35,29248.0,10138.7,19109.3,65.34,6,Cancelled,Referral,Bank Transfer,
ORD-01195,2024-05-22,2024-05-24,2024,Q2,5,May,Agile Enterprises,SMB,West,Nashik,Vikram Singh,CRM Suite Annual,Software,2,48710.0,5,46274.5,7630.32,92549.0,15260.64,77288.36,83.51,2,Cancelled,Referral,Credit Card,
ORD-01196,2024-10-06,2024-10-08,2024,Q4,10,October,Prime Pvt Ltd,Mid-Market,South,Bengaluru,Lakshmi Das,Cable Organizer,Accessories,4,510.0,20,408.0,128.64,1632.0,514.56,1117.44,68.47,2,Returned,Email Campaign,Bank Transfer,
ORD-01197,2022-02-01,2022-02-04,2022,Q1,2,February,Wipro Ventures,Enterprise,East,Bhubaneswar,Deepa Nair,Mechanical Keyboard,Electronics,1,5310.0,0,5310.0,3920.81,5310.0,3920.81,1389.19,26.16,3,Completed,Direct,Cheque,4.4
ORD-01198,2024-01-20,2024-01-27,2024,Q1,1,January,Peak Enterprises,Mid-Market,Central,Nagpur,Suresh Kumar,Shredder Pro,Office Supplies,5,4290.0,0,4290.0,2850.31,21450.0,14251.55,7198.45,33.56,7,Completed,Direct,Net Banking,3.3
ORD-01199,2024-03-25,2024-03-30,2024,Q1,3,March,Infosys Enterprises,Enterprise,North,Amritsar,Priya Sharma,USB-C Hub,Electronics,3,2140.0,10,1926.0,1185.05,5778.0,3555.15,2222.85,38.47,5,Completed,Online,Bank Transfer,4.8
ORD-01200,2022-03-19,2022-03-24,2022,Q1,3,March,Rapid Ventures,SMB,West,Pune,Ananya Iyer,USB-C Hub,Electronics,5,2240.0,15,1904.0,1247.86,9520.0,6239.3,3280.7,34.46,5,Completed,Online,UPI,4.8
ORD-01201,2023-11-23,2023-11-30,2023,Q4,11,November,Infosys Enterprises,Enterprise,South,Hyderabad,Lakshmi Das,Webcam HD,Electronics,3,4670.0,5,4436.5,2257.74,13309.5,6773.22,6536.28,49.11,7,Completed,Referral,Credit Card,3.7
ORD-01202,2023-01-02,2023-01-07,2023,Q1,1,January,Summit Solutions,Mid-Market,East,Guwahati,Kiran Reddy,Cable Organizer,Accessories,2,410.0,0,410.0,114.41,820.0,228.82,591.18,72.1,5,Returned,Partner,Cheque,
ORD-01203,2022-06-09,2022-06-14,2022,Q2,6,June,Smart Systems,SMB,West,Surat,Pooja Rao,Webcam HD,Electronics,4,3810.0,10,3429.0,2035.93,13716.0,8143.72,5572.28,40.63,5,Cancelled,Referral,Net Banking,
ORD-01204,2024-10-15,2024-10-20,2024,Q4,10,October,Nova Enterprises,Mid-Market,South,Coimbatore,Lakshmi Das,Analytics Platform,Software,5,75470.0,0,75470.0,10001.3,377350.0,50006.5,327343.5,86.75,5,Completed,Email Campaign,Credit Card,3.8
ORD-01205,2023-01-17,2023-01-21,2023,Q1,1,January,Rapid Services,SMB,Central,Indore,Nikhil Bhat,Security Package,Software,1,20330.0,20,16264.0,5396.41,16264.0,5396.41,10867.59,66.82,4,Cancelled,Partner,Cheque,
ORD-01206,2022-03-20,2022-03-22,2022,Q1,3,March,Infosys Enterprises,Enterprise,West,Nashik,Vikram Singh,Wireless Headphones,Electronics,2,4500.0,0,4500.0,2757.67,9000.0,5515.34,3484.66,38.72,2,Cancelled,Referral,Cheque,
ORD-01207,2024-03-18,2024-03-24,2024,Q1,3,March,Mahindra Solutions,Enterprise,East,Ranchi,Kiran Reddy,Security Package,Software,3,19830.0,0,19830.0,5194.29,59490.0,15582.87,43907.13,73.81,6,Cancelled,Partner,Cheque,
ORD-01208,2023-04-01,2023-04-08,2023,Q2,4,April,Zolo Inc,Startup,East,Bhubaneswar,Kiran Reddy,4K Monitor,Electronics,3,26820.0,0,26820.0,17536.65,80460.0,52609.95,27850.05,34.61,7,Completed,Referral,Bank Transfer,4.8
ORD-01209,2023-12-05,2023-12-12,2023,Q4,12,December,Tata Services,Enterprise,South,Kochi,Sneha Patel,Project Manager Pro,Software,5,10230.0,0,10230.0,1222.64,51150.0,6113.2,45036.8,88.05,7,Completed,Direct,Bank Transfer,4.7
ORD-01210,2024-10-30,2024-10-31,2024,Q4,10,October,Summit Ventures,Mid-Market,North,Delhi,Arjun Mehta,Phone Stand,Accessories,4,870.0,20,696.0,184.07,2784.0,736.28,2047.72,73.55,1,Cancelled,Partner,Cheque,
ORD-01211,2023-08-12,2023-08-13,2023,Q3,8,August,HCL Technologies,Enterprise,North,Jaipur,Priya Sharma,CRM Suite Annual,Software,5,43330.0,10,38997.0,8457.3,194985.0,42286.5,152698.5,78.31,1,Completed,Referral,Net Banking,4.0
ORD-01212,2022-04-07,2022-04-10,2022,Q2,4,April,Quick Solutions,SMB,West,Ahmedabad,Vikram Singh,Shredder Pro,Office Supplies,1,4990.0,5,4740.5,2771.96,4740.5,2771.96,1968.54,41.53,3,Completed,Referral,Credit Card,3.7
ORD-01213,2023-11-03,2023-11-10,2023,Q4,11,November,Xeno Pvt Ltd,Startup,South,Chennai,Rahul Verma,Wireless Headphones,Electronics,3,5380.0,5,5111.0,2833.21,15333.0,8499.63,6833.37,44.57,7,Cancelled,Direct,Bank Transfer,
ORD-01214,2024-05-22,2024-05-23,2024,Q2,5,May,Brio Group,Startup,North,Amritsar,Priya Sharma,Executive Chair,Office Supplies,5,17810.0,20,14248.0,9302.68,71240.0,46513.4,24726.6,34.71,1,Completed,Direct,Credit Card,4.6
ORD-01215,2022-12-30,2023-01-01,2022,Q4,12,December,Qero Enterprises,Startup,South,Bengaluru,Sneha Patel,Monitor Arm,Accessories,5,4000.0,10,3600.0,1254.27,18000.0,6271.35,11728.65,65.16,2,Returned,Direct,UPI,
ORD-01216,2024-01-10,2024-01-17,2024,Q1,1,January,Rapid Group,SMB,West,Nashik,Vikram Singh,Project Manager Pro,Software,3,7540.0,0,7540.0,1226.96,22620.0,3680.88,18939.12,83.73,7,Returned,Referral,Credit Card,
ORD-01217,2023-10-27,2023-11-01,2023,Q4,10,October,Summit Group,Mid-Market,Central,Raipur,Nikhil Bhat,Cable Organizer,Accessories,3,500.0,5,475.0,125.02,1425.0,375.06,1049.94,73.68,5,Completed,Partner,Net Banking,4.3
ORD-01218,2024-05-14,2024-05-21,2024,Q2,5,May,Apex Pvt Ltd,Mid-Market,Central,Bhopal,Meera Joshi,Shredder Pro,Office Supplies,9,5560.0,0,5560.0,3012.22,50040.0,27109.98,22930.02,45.82,7,Returned,Partner,Credit Card,
ORD-01219,2022-10-06,2022-10-08,2022,Q4,10,October,Prime Ventures,Mid-Market,South,Hyderabad,Rahul Verma,Laptop Pro 15,Electronics,3,109070.0,0,109070.0,57567.44,327210.0,172702.32,154507.68,47.22,2,Completed,Direct,UPI,4.7
ORD-01220,2022-05-22,2022-05-24,2022,Q2,5,May,Nova Enterprises,Mid-Market,East,Guwahati,Kiran Reddy,4K Monitor,Electronics,1,28440.0,5,27018.0,18399.98,27018.0,18399.98,8618.02,31.9,2,Completed,Partner,UPI,3.6
ORD-01221,2024-11-30,2024-12-02,2024,Q4,11,November,Quick Pvt Ltd,SMB,East,Ranchi,Amit Tiwari,Cable Organizer,Accessories,4,560.0,15,476.0,129.45,1904.0,517.8,1386.2,72.8,2,Returned,Referral,Cheque,
ORD-01222,2023-08-23,2023-08-26,2023,Q3,8,August,Agile Systems,SMB,West,Mumbai,Pooja Rao,Mouse Wireless,Accessories,2,1750.0,15,1487.5,729.04,2975.0,1458.08,1516.92,50.99,3,Completed,Online,Credit Card,4.1
ORD-01223,2022-12-21,2022-12-27,2022,Q4,12,December,Prime Ventures,Mid-Market,East,Bhubaneswar,Amit Tiwari,Webcam HD,Electronics,1,4410.0,20,3528.0,2171.13,3528.0,2171.13,1356.87,38.46,6,Completed,Email Campaign,Credit Card,3.1
ORD-01224,2022-01-17,2022-01-19,2022,Q1,1,January,Crest Pvt Ltd,Mid-Market,South,Kochi,Rahul Verma,Cloud Storage 1TB,Software,2,2910.0,0,2910.0,476.57,5820.0,953.14,4866.86,83.62,2,Returned,Referral,Net Banking,
ORD-01225,2022-06-28,2022-07-03,2022,Q2,6,June,Apex Inc,Mid-Market,North,Chandigarh,Rohan Gupta,Mouse Wireless,Accessories,3,1720.0,15,1462.0,753.57,4386.0,2260.71,2125.29,48.46,5,Completed,Referral,Bank Transfer,3.8
ORD-01226,2022-03-08,2022-03-12,2022,Q1,3,March,Felo Inc,Startup,South,Coimbatore,Sneha Patel,Project Manager Pro,Software,4,8490.0,0,8490.0,1253.81,33960.0,5015.24,28944.76,85.23,4,Completed,Email Campaign,Bank Transfer,4.4
ORD-01227,2022-09-05,2022-09-10,2022,Q3,9,September,Summit Solutions,Mid-Market,East,Guwahati,Amit Tiwari,Mouse Wireless,Accessories,2,1790.0,15,1521.5,684.77,3043.0,1369.54,1673.46,54.99,5,Cancelled,Online,Credit Card,
ORD-01228,2023-10-30,2023-11-05,2023,Q4,10,October,Infosys Enterprises,Enterprise,East,Ranchi,Kiran Reddy,Analytics Platform,Software,5,68600.0,0,68600.0,10204.85,343000.0,51024.25,291975.75,85.12,6,Returned,Partner,Net Banking,
ORD-01229,2022-06-04,2022-06-06,2022,Q2,6,June,Quick Ventures,SMB,East,Ranchi,Amit Tiwari,Standing Desk,Office Supplies,3,22380.0,15,19023.0,13961.92,57069.0,41885.76,15183.24,26.61,2,Cancelled,Email Campaign,Bank Transfer,
ORD-01230,2023-10-18,2023-10-20,2023,Q4,10,October,Peak Systems,Mid-Market,East,Kolkata,Amit Tiwari,Whiteboard XL,Office Supplies,8,5360.0,15,4556.0,1916.51,36448.0,15332.08,21115.92,57.93,2,Completed,Referral,UPI,3.5
ORD-01231,2022-02-10,2022-02-11,2022,Q1,2,February,Xeno Solutions,Startup,Central,Indore,Nikhil Bhat,Whiteboard XL,Office Supplies,10,3920.0,10,3528.0,1877.42,35280.0,18774.2,16505.8,46.79,1,Completed,Referral,Net Banking,4.6
ORD-01232,2024-06-17,2024-06-21,2024,Q2,6,June,Agile Inc,SMB,West,Surat,Vikram Singh,Project Manager Pro,Software,1,7750.0,15,6587.5,1280.57,6587.5,1280.57,5306.93,80.56,4,Cancelled,Referral,Credit Card,
ORD-01233,2023-03-15,2023-03-16,2023,Q1,3,March,Apex Pvt Ltd,Mid-Market,West,Nashik,Ananya Iyer,Standing Desk,Office Supplies,9,22330.0,20,17864.0,14528.9,160776.0,130760.1,30015.9,18.67,1,Completed,Partner,Cheque,4.5
ORD-01234,2022-04-22,2022-04-26,2022,Q2,4,April,Tata Ventures,Enterprise,South,Bengaluru,Lakshmi Das,Analytics Platform,Software,3,61490.0,20,49192.0,10185.56,147576.0,30556.68,117019.32,79.29,4,Cancelled,Email Campaign,Net Banking,
ORD-01235,2024-06-16,2024-06-23,2024,Q2,6,June,Smart Technologies,SMB,East,Ranchi,Deepa Nair,Security Package,Software,3,21260.0,5,20197.0,5350.8,60591.0,16052.4,44538.6,73.51,7,Completed,Online,Credit Card,3.6
ORD-01236,2023-09-11,2023-09-13,2023,Q3,9,September,Brio Enterprises,Startup,South,Coimbatore,Rahul Verma,Laptop Bag,Accessories,5,2680.0,0,2680.0,952.72,13400.0,4763.6,8636.4,64.45,2,Completed,Email Campaign,Credit Card,3.0
ORD-01237,2022-11-02,2022-11-08,2022,Q4,11,November,Agile Systems,SMB,Central,Indore,Nikhil Bhat,Project Manager Pro,Software,1,9110.0,0,9110.0,1241.99,9110.0,1241.99,7868.01,86.37,6,Cancelled,Online,Credit Card,
ORD-01238,2023-02-07,2023-02-08,2023,Q1,2,February,Felo Inc,Startup,East,Bhubaneswar,Kiran Reddy,Cable Organizer,Accessories,5,390.0,0,390.0,116.26,1950.0,581.3,1368.7,70.19,1,Completed,Online,Credit Card,3.4
ORD-01239,2022-08-30,2022-08-31,2022,Q3,8,August,Agile Technologies,SMB,North,Chandigarh,Rohan Gupta,Cable Organizer,Accessories,1,440.0,15,374.0,115.39,374.0,115.39,258.61,69.15,1,Returned,Referral,Credit Card,
ORD-01240,2022-09-23,2022-09-30,2022,Q3,9,September,Bright Ventures,SMB,North,Delhi,Arjun Mehta,Laptop Pro 15,Electronics,4,77390.0,15,65781.5,64219.14,263126.0,256876.56,6249.44,2.38,7,Returned,Online,Bank Transfer,
ORD-01241,2023-03-15,2023-03-21,2023,Q1,3,March,Zolo Services,Startup,South,Kochi,Rahul Verma,Shredder Pro,Office Supplies,7,5340.0,15,4539.0,2725.1,31773.0,19075.7,12697.3,39.96,6,Completed,Email Campaign,Credit Card,3.3
ORD-01242,2023-08-01,2023-08-08,2023,Q3,8,August,Mahindra Services,Enterprise,Central,Nagpur,Suresh Kumar,Laptop Pro 15,Electronics,5,88230.0,0,88230.0,64191.05,441150.0,320955.25,120194.75,27.25,7,Completed,Email Campaign,UPI,5.0
ORD-01243,2022-11-04,2022-11-11,2022,Q4,11,November,Felo Ventures,Startup,East,Kolkata,Amit Tiwari,Printer Laser,Office Supplies,10,14730.0,0,14730.0,7306.63,147300.0,73066.3,74233.7,50.4,7,Completed,Direct,Bank Transfer,4.4
ORD-01244,2023-12-09,2023-12-12,2023,Q4,12,December,Xeno Services,Startup,East,Kolkata,Kiran Reddy,Laptop Bag,Accessories,2,3510.0,0,3510.0,877.32,7020.0,1754.64,5265.36,75.01,3,Cancelled,Partner,Net Banking,
ORD-01245,2024-01-21,2024-01-23,2024,Q1,1,January,Prime Solutions,Mid-Market,East,Kolkata,Deepa Nair,Standing Desk,Office Supplies,5,24260.0,20,19408.0,13584.23,97040.0,67921.15,29118.85,30.01,2,Returned,Direct,Cheque,
ORD-01246,2022-09-10,2022-09-16,2022,Q3,9,September,Crest Ventures,Mid-Market,South,Coimbatore,Sneha Patel,Cloud Storage 1TB,Software,4,3240.0,10,2916.0,479.0,11664.0,1916.0,9748.0,83.57,6,Completed,Referral,Cheque,4.7
ORD-01247,2022-02-15,2022-02-22,2022,Q1,2,February,Prime Ventures,Mid-Market,West,Ahmedabad,Ananya Iyer,Analytics Platform,Software,5,55640.0,0,55640.0,9419.5,278200.0,47097.5,231102.5,83.07,7,Completed,Direct,Bank Transfer,4.4
ORD-01248,2023-08-08,2023-08-15,2023,Q3,8,August,Smart Pvt Ltd,SMB,East,Kolkata,Kiran Reddy,CRM Suite Annual,Software,5,46730.0,5,44393.5,8187.01,221967.5,40935.05,181032.45,81.56,7,Returned,Partner,Cheque,
ORD-01249,2023-09-24,2023-09-27,2023,Q3,9,September,Felo Group,Startup,East,Ranchi,Amit Tiwari,4K Monitor,Electronics,3,26820.0,0,26820.0,19313.1,80460.0,57939.3,22520.7,27.99,3,Returned,Direct,Bank Transfer,
ORD-01250,2023-05-30,2023-05-31,2023,Q2,5,May,Zenith Enterprises,Mid-Market,Central,Nagpur,Meera Joshi,Laptop Bag,Accessories,5,2420.0,20,1936.0,915.16,9680.0,4575.8,5104.2,52.73,1,Completed,Direct,Cheque,4.1
ORD-01251,2022-07-25,2022-07-26,2022,Q3,7,July,Agile Solutions,SMB,West,Mumbai,Ananya Iyer,Phone Stand,Accessories,4,610.0,10,549.0,171.31,2196.0,685.24,1510.76,68.8,1,Completed,Referral,Credit Card,3.3
ORD-01252,2022-03-04,2022-03-06,2022,Q1,3,March,Zolo Enterprises,Startup,East,Kolkata,Amit Tiwari,4K Monitor,Electronics,4,26050.0,5,24747.5,18159.93,98990.0,72639.72,26350.28,26.62,2,Completed,Referral,Bank Transfer,3.7
ORD-01253,2022-04-08,2022-04-09,2022,Q2,4,April,Infosys Enterprises,Enterprise,North,Lucknow,Priya Sharma,Shredder Pro,Office Supplies,5,5110.0,0,5110.0,2916.28,25550.0,14581.4,10968.6,42.93,1,Completed,Email Campaign,Cheque,3.4
ORD-01254,2024-12-24,2024-12-27,2024,Q4,12,December,Peak Systems,Mid-Market,Central,Raipur,Nikhil Bhat,Printer Laser,Office Supplies,10,12890.0,0,12890.0,7160.74,128900.0,71607.4,57292.6,44.45,3,Completed,Online,Net Banking,3.8
ORD-01255,2024-06-19,2024-06-25,2024,Q2,6,June,Brio Systems,Startup,West,Pune,Ananya Iyer,Cable Organizer,Accessories,1,400.0,0,400.0,126.96,400.0,126.96,273.04,68.26,6,Returned,Direct,Credit Card,
ORD-01256,2022-04-28,2022-05-05,2022,Q2,4,April,Brio Systems,Startup,North,Delhi,Priya Sharma,Cable Organizer,Accessories,3,490.0,0,490.0,125.78,1470.0,377.34,1092.66,74.33,7,Completed,Direct,Cheque,4.2
ORD-01257,2024-08-15,2024-08-21,2024,Q3,8,August,Agile Ventures,SMB,East,Patna,Kiran Reddy,Executive Chair,Office Supplies,10,17930.0,10,16137.0,8629.5,161370.0,86295.0,75075.0,46.52,6,Cancelled,Partner,Net Banking,
ORD-01258,2022-01-07,2022-01-10,2022,Q1,1,January,Nivo Group,Startup,West,Pune,Ananya Iyer,CRM Suite Annual,Software,1,37100.0,0,37100.0,8440.15,37100.0,8440.15,28659.85,77.25,3,Cancelled,Referral,Cheque,
ORD-01259,2024-12-19,2024-12-24,2024,Q4,12,December,Bright Technologies,SMB,North,Lucknow,Priya Sharma,CRM Suite Annual,Software,5,51050.0,5,48497.5,7997.51,242487.5,39987.55,202499.95,83.51,5,Completed,Direct,Cheque,4.8
ORD-01260,2022-07-23,2022-07-30,2022,Q3,7,July,Quick Corp,SMB,West,Mumbai,Vikram Singh,Cloud Storage 1TB,Software,4,3400.0,0,3400.0,529.01,13600.0,2116.04,11483.96,84.44,7,Completed,Referral,Bank Transfer,3.4
ORD-01261,2024-11-21,2024-11-24,2024,Q4,11,November,Infosys Enterprises,Enterprise,West,Mumbai,Pooja Rao,Shredder Pro,Office Supplies,10,6120.0,15,5202.0,2959.41,52020.0,29594.1,22425.9,43.11,3,Completed,Referral,Bank Transfer,3.1
ORD-01262,2024-08-14,2024-08-20,2024,Q3,8,August,Apex Ventures,Mid-Market,South,Chennai,Rahul Verma,Monitor Arm,Accessories,1,2740.0,0,2740.0,1243.08,2740.0,1243.08,1496.92,54.63,6,Completed,Partner,Credit Card,4.7
ORD-01263,2022-06-21,2022-06-23,2022,Q2,6,June,Apex Pvt Ltd,Mid-Market,West,Nashik,Vikram Singh,Shredder Pro,Office Supplies,10,5920.0,10,5328.0,2823.28,53280.0,28232.8,25047.2,47.01,2,Completed,Direct,Cheque,4.9
ORD-01264,2024-10-28,2024-10-30,2024,Q4,10,October,Brio Group,Startup,North,Delhi,Rohan Gupta,Shredder Pro,Office Supplies,9,7840.0,0,7840.0,2854.78,70560.0,25693.02,44866.98,63.59,2,Completed,Referral,UPI,4.0
ORD-01265,2023-04-23,2023-04-24,2023,Q2,4,April,Nivo Systems,Startup,North,Lucknow,Rohan Gupta,Monitor Arm,Accessories,1,2940.0,0,2940.0,1180.48,2940.0,1180.48,1759.52,59.85,1,Returned,Referral,UPI,
ORD-01266,2024-08-27,2024-09-03,2024,Q3,8,August,Quick Group,SMB,West,Pune,Pooja Rao,Smart Speaker,Electronics,2,4950.0,10,4455.0,3207.74,8910.0,6415.48,2494.52,28.0,7,Completed,Online,Net Banking,4.8
ORD-01267,2023-07-08,2023-07-14,2023,Q3,7,July,Mahindra Ventures,Enterprise,South,Coimbatore,Rahul Verma,Monitor Arm,Accessories,2,3290.0,10,2961.0,1287.15,5922.0,2574.3,3347.7,56.53,6,Returned,Direct,UPI,
ORD-01268,2022-03-30,2022-04-02,2022,Q1,3,March,Rapid Ventures,SMB,West,Mumbai,Pooja Rao,Standing Desk,Office Supplies,5,24290.0,10,21861.0,14070.81,109305.0,70354.05,38950.95,35.64,3,Returned,Direct,Cheque,
ORD-01269,2023-05-24,2023-05-28,2023,Q2,5,May,HCL Solutions,Enterprise,West,Nashik,Vikram Singh,Phone Stand,Accessories,5,640.0,0,640.0,173.5,3200.0,867.5,2332.5,72.89,4,Cancelled,Referral,Bank Transfer,
ORD-01270,2023-08-23,2023-08-26,2023,Q3,8,August,Quick Systems,SMB,West,Surat,Pooja Rao,USB-C Hub,Electronics,3,2230.0,10,2007.0,1178.79,6021.0,3536.37,2484.63,41.27,3,Cancelled,Referral,Credit Card,
ORD-01271,2023-06-29,2023-07-02,2023,Q2,6,June,Smart Services,SMB,West,Surat,Ananya Iyer,Standing Desk,Office Supplies,1,22800.0,5,21660.0,13559.06,21660.0,13559.06,8100.94,37.4,3,Cancelled,Online,Cheque,
ORD-01272,2023-07-18,2023-07-23,2023,Q3,7,July,Rapid Group,SMB,West,Nashik,Pooja Rao,CRM Suite Annual,Software,2,42230.0,15,35895.5,8121.88,71791.0,16243.76,55547.24,77.37,5,Completed,Referral,Bank Transfer,5.0
ORD-01273,2024-03-20,2024-03-23,2024,Q1,3,March,Agile Technologies,SMB,North,Amritsar,Priya Sharma,Project Manager Pro,Software,5,7210.0,20,5768.0,1149.89,28840.0,5749.45,23090.55,80.06,3,Completed,Online,Credit Card,4.2
ORD-01274,2023-05-24,2023-05-27,2023,Q2,5,May,Crest Ventures,Mid-Market,North,Lucknow,Priya Sharma,Analytics Platform,Software,1,56780.0,5,53941.0,10129.64,53941.0,10129.64,43811.36,81.22,3,Completed,Online,Credit Card,4.8
ORD-01275,2023-10-20,2023-10-22,2023,Q4,10,October,Tata Group,Enterprise,East,Kolkata,Amit Tiwari,Mechanical Keyboard,Electronics,2,8400.0,20,6720.0,3759.23,13440.0,7518.46,5921.54,44.06,2,Completed,Direct,Net Banking,3.2
ORD-01276,2023-10-14,2023-10-18,2023,Q4,10,October,HCL Technologies,Enterprise,South,Hyderabad,Lakshmi Das,Smart Speaker,Electronics,3,6210.0,5,5899.5,3391.57,17698.5,10174.71,7523.79,42.51,4,Returned,Direct,Net Banking,
